data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"cửa hàng đóng gói cẩn thận. Tuy nhiên bên vận chuyển ẩu quá, bảo quản hàng hóa không ổn. Hộp ngoài móp méo, còn bị rách hộp nữa, may mà bên trong không sao. Lần sau, mình sẽ từ chối nhận hàng.",,,,,,Positive,,,Negative,,
Giao hcm cỡ 3 ngày vì mình đặt 8.8. Thêm mã giảm giá nên rẻ được khá khá. Cửa hàng đóng gói 2 lớp chống sốc siêu tốt.,,,,,,Positive,Positive,,Positive,,
"
Thời lượng pin: tốt ⚡ 
Hiệu suất: tốt 
Ngoại hình bị trầy xước rất nhiều. Pin trâu dùng lâu. Độ phân giải màn hình mờ. có thể máy đã được thay thế màn hình khác, chất lượng camera không nét lắm.",Positive,Negative,Positive,Negative,Negative,,,,,,
đã nhận được hàng giao hàng nhanh đóng gói kỹ điện thoại khá to bữa giờ test máy thấy cũng tốt nhưng chưa sử dụng nhiều không biết có bền không giá hợp lý nói chung ổn trong tầm giá,,,,,,Positive,Positive,,Positive,,
"Màu ngẫu nhiên: tainghe máy chụp hình và quay phim rất rõ nét, mẫu mã thiết kế đẹp mắt, cầm tay vừa vặn. Lướt web chơi game nhanh, mượt. Nhìn chung mình rất hài lòng về sản phẩm của cửa hàng",,Positive,Positive,,Positive,,,,,,
chăm sóc khách hàng thái độ thiếu kiên nhẫn. hiệu năng treo khi cập nhật app. ship giao thiếu mã vận đơn theo dõi.,,,Negative,,,,,Negative,Negative,,
"Chất lượng sản phẩm: toots 
Tính năng nổi bật: chơi game ổn chơi game gì cũng được không chơi được roblox",,,Neutral,,,,,,,,
"Điện thoại không gọi được, đầu bên kia không nghe thấy mình nói gì. Phí tiền",,,,,,,,,,Negative,
Thời gian cập nhật phần mềm tuân theo lịch của nhà sản xuất.,,,,,,,,,,Neutral,
"Mua mà tức, giá mắc mà máy nhìn như hàng cũ, trầy xước khắp nơi",,,,,Negative,,Negative,,,,
"hàng nguyên seal nhưng sử dụng safari hay bị lag, đơ máy nên khá thất vọng",,,Negative,,,,,,,,
"Máy có tính năng Always-On Display, mình chưa biết cách bật tính năng này ở đâu.",,,,Neutral,,,,,,,
"Nhóm màu: màu xanh lá cây 
Dung lượng lưu trữ: 128gb giao hàng nhanh chóng và an toàn., các tính năng đột phá, yêu cổng usb-c!, chất lượng camera ấn tượng!, các tính năng đột phá, yêu cổng usb-c!,",,Positive,,,,,,,Positive,,
"Chất lượng sản phẩm: app hay bị crash. 
Đúng với mô tả: không ổn định. 
Tính năng nổi bật: hệ điều hành lỗi. Pin sụt bất thường khi sạc. Camera quay video bị giật. Chăm sóc khách hàng trả lời không liên quan",Negative,Negative,Negative,,,,,Negative,,Negative,
Dùng dk gần tháng rồi thấy cũng ổn pin cũng không bền cho lắm tạm ổn vs tầm giá thôi,Positive,,,,,,,,,,
"pin phồng nhẹ sau vài tuần dùng, lo an toàn. tuổi thọ pin không như cam kết. thủ tục bảo hành mất thời gian",Negative,,,,,,,Negative,,,
Màu sắc: đen giao hàng hanh chất lượng đợi sử dụng mới biết được nhưng săn sale rẹ,,,,,,,Positive,,Positive,,
"Nhóm màu: loại 
Phân loại sản phẩm: xanh cửa hàng đóng gói kĩ , gửi hàng nhanh nên hôm nay lazada giao rồi. cảm ơn cửa hàng. điện thoại nhận ổn màu đẹp. hi vọng ba mình sử dụng bền",,,,,Positive,Positive,,,Positive,,
"Hàng nhận đẹp đúng như mô tả, giao hàng nhanh chuẩn thời gian",,,,,,,,,Positive,,
"Mình đã nhận hàng rồi, điện thoại nguyên zin luôn. Cảm ơn và tin tưởng chất lượng dịch vụ từ cửa hàng lắm lắm.",,,,,,,,Positive,,,
"dở tệ sai lệch dở đóng gói không an toàn. pin sạc ì ạch.,",Negative,,,,,Negative,,,,,
cửa hàng Giao Hàng Nhanh sản phẩm đúng như mô tả cửa hàng giao hàng tận nơi sản phẩm đúng như mô tả,,,,,,,,,Positive,,
Pin sạc không nhận adapter nhanh. Camera màu sắc nhợt nhạt. Đóng gói hộp nhỏ ép chặt gây xước.,Negative,Negative,,,,Negative,,,,,
"Mình có nhắn tin nhờ hỗ trợ cửa hàng tư vấn rất nhiệt tình, và sẵn sàng đổi trả trong trường hợp máy bị lỗi",,,,,,,,Positive,,,
Hàng 97% nhưng hơn mong đợi. có chút sước nhẹ viền (không tránh được máy mấy năm rồi mà) được cái màn không sước không ám. Anh chủ cửa hàng thân thiện đặc biệt tư vấn rất nhanh và nhiệt tình. anh em ủng hộ anh ý nhé. 5 sao,,,,Positive,,,,Positive,,,
"Giá niêm yết cao, khuyến mãi giảm cũng không đáng kể nên mình thấy chưa hợp lý.",,,,,,,Negative,,,,
"Tồi sai lệch dở shipping muộn tùm lum. Camera mờ ảo.,",,Negative,,,,,,,Negative,,
"Đúng với mô tả: đúng 
Chất lượng sản phẩm: tốt bao mướt mua về mới khui ra mà tưởng là điện thoại ip luôn á viền thì bống 
Tính năng nổi bật: đẹp bống mượt",,,,,Positive,,,,,,
Giao hàng nhanh đóng gói sản phẩm chắc chắn nên mua sử dụng phù hợp với giá tiền,,,,,,Positive,,,Positive,,
"Camera cho chất lượng ở mức trung bình, pin đủ dùng trong một ngày.",Neutral,Neutral,,,,,,,,,
tốt nhưng wifi còn bắt hơi kém hơi lag,,,,,,,,,,Negative,
Có lên nguồn đâu mà sữ dung mình bỏ hầm rác đốt bức xúc tôt do,Negative,,,,,,,,,,
Sản phẩm ok kh bt dùng lâu dài có phát sing lỗi gì không 5 sao cho cửa hàng uy tín nhá,,,,,,,,,,Positive,
"Màu điện thoại đẹp, nhưng điện thoại khá đơ, chậm, cảm ứng không nhạy, mọi người nên cân nhắc",,,Negative,,Positive,,,,,,
"Điện thoại mượt mà, giá quá ổn, pin ổn. Cửa hàng tư vấn nhiệt tình và vui vẻ. Cảm ơn!",Positive,,Positive,,,,Positive,Positive,,,
Chất lượng sản phẩm: đóng gói đạt tiêu chuẩn vận chuyển; quá trình giao nhận phù hợp với lịch trình.,,,,,,Neutral,,,Neutral,,
"Săn được giá 2,94tr OK nha mọi người.phù hợp giá tiền.mới dùng thấy OK không biet bền không",,,,,,,Positive,,,,
sản phẩm tốt đúng với mô tả mở nguồn lên luôn chưa có sim để lắp để sử dụng một thời gian rồi review tiếp sau cảm ơn bạn. mong cửa hàng bán nhiều sản phẩm tốt như thế này,,,,,,,,,,Positive,
Nhóm màu: màu xanh đen,,,,,,,,,,Neutral,
Fullbox nguyên seal. setup cho CH Play không khó lắm,,,,,,Positive,,,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm:. mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại sử dụng tốt thì còn hơn gì được nữa",,,,,,,Positive,,,,
Hàng chuẩn không cần chỉnh,,,,,,,,,,Positive,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb đã nhận được hàng. Cửa hàng giao nhanh đóng gói cẩn thận đúng mẫu đã đặt cảm ơn cửa hàng.",,,,,,Positive,,,Positive,,
Nhóm màu: đen sạc 33w. ram 6g sử dụng tam cũng ổn. pin cũng được cả ngày. sale re mua luon ne,Positive,,,,,,Positive,,,,
"Cái giá đó đặt lên một chiếc điện thoại mà chỉ trung bình thôi, hơi đắt quá.",,,,,,,Negative,,,,
Tính năng nổi bật: cửa hàng lừa đảo nha mọi người tránh xa ra,,,,,,,,,,Negative,
"Quạt chạy rất êm, sạc nhanh và không bị nóng. Giao hàng nhanh. Đáng mua",Positive,,,,,,,,Positive,,
"Mắc hơn cả mấy hãng cao cấp khác, đúng là bóp cổ người dùng",,,,,,,Negative,,,,
Camera cho ảnh ở mức trung bình trong điều kiện ánh sáng tiêu chuẩn.,,Neutral,,,,,,,,,
"sau 1 thời gian sài thì đây là đánh giá của tôi.Máy đẹp không xước,cam đẹp, hiệu năng tốt,sài tốt mọi chức năng.Ai có nhu cầu về chs game ,màn hình đẹp,cam đẹp thì đây là sự lựa chọn đúng đắn",,Positive,Positive,Positive,Positive,,,,,,
Dung lượng lưu trữ: bản 32gb vỏ cũ may tốt,,,,,,,,,,Positive,
máy tốt ạ mà pin sạc 2 ngày mới được 30% là sao ạ.,Negative,,,,,,,,,,
Xem quảng cáo tưởng rẻ ai ngờ giá chát kinh khủng mua xong hối không kịp,,,,,,,Negative,,,,
"Điện thoại hỏng, không bật được nguồn lên.buồn cửa hàng lừa đảo vãi",,,,,,,,,,Negative,
"Được cái mã ngoài đẹp còn bên trong dở tệ, sử dụng gần 1 tháng lỗi tùm lum, pin thì tụt nhanh như tụt quần người yêu, báo cửa hàng thì đổ tại máy tự cài ud của hãng rồi im re luôn. Zalo+mess thì miss liên tục trong khi đã mở full quyền.",Negative,,,,,,,Negative,,Negative,
Giao Hàng Nhanh,,,,,,,,,Positive,,
không đưa hoá đơn vat như các cửa hàng khác,,,,,,,,,,Negative,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng 
Tính năng nổi bật: bộ nhớ nói chung cũng được. Giá tiền tốt. Máy đẹp mọi người nên mua và trải nghiệm.",,,,,Positive,,Positive,,,,
"Rất thất vọng. Ảnh quảng cáo quá lố. Pin chai. Pin mới sử dụng đã có hiện tượng chai. Hiệu năng ì ạch. Đóng gói mỏng, hàng bị trầy xước. Ship trễ. Chăm sóc khách hàng trả lời tin nhắn 24h sau",Negative,,Negative,,,Negative,,Negative,Negative,,
Pin hư sài được 5 phút lại tắt máy,Negative,,,,,,,,,,
"Sản phẩm đẹp, cửa hàng giao hàng nhanh,giao đúng hàng, chất lượng tốt .",,,,,,,,,Positive,Positive,
"Đúng với mô tả: tốt 
Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt
Đã nhận được. màn đẹp. ra nắng tốt. vẫn thấy rất rõ. game thì quá tốt. tuyệt vời. còn được tặng tai nghe. nghe cũng hay. nhưng không bám tai lắm.",,,,Positive,,,,,,,
hiệu năng quá tệ sau 1 tháng. không ổn định. dễ bị lag. máy dùng được 1 tháng thì bắt đầu lag và nóng ran khi dùng. chăm sóc khách hàng không giải quyết. đóng hàng mỏng manh,,,Negative,,,Negative,,Negative,,,
Mọi người cho hỏi máy này có được cập nhật phần mềm lâu dài không?,,,,,,,,,,Neutral,
"Màu sắc: bạc 
Phân loại: nguyên seal thích màu bạc của điện thoại., màn hình tuyệt vời với tần số làm mới 90hz., giá trị tuyệt vời cho số tiền bỏ ra., màn hình tuyệt vời với tần số làm mới 90hz.,",,,,Positive,,,Positive,,,,
"Nhanh nóng hoàn toàn không lag giật, loa rè. Máy nóng như lò vi sóng, chơi game 5p đã thấy giật lag, loa thì bé và rè. Quá thất vọng với số tiền bỏ ra.",,,Negative,,,,Negative,,,Negative,
sản phẩm tốt. giao hàng nhanh chóng. đóng gói kỹ càng. sẽ ủng hộ thêm. cảm ơn cửa hàng.,,,,,,Positive,,,Positive,Positive,
"máy đẹp, còn rất mới. cửa hàng tư vấn tận tâm, nhiệt tình. chúc cửa hàng luôn đắt khách",,,,,Positive,,,Positive,,,
"Nhóm màu: xanh băng dung lượng: 4gb/64gb 📸 
Chất lượng camera: tuyệt vời cho sử dụng hàng ngày, camera chính 50mp, ram 4gb + bộ nhớ 128gb,",,Positive,,,,,,,,,
Màu sắc: vàng giá cả hợp lý chất lượng màu sắc tốt sử dụng dễ dàng gắn sim vào là sử dụng được ngay loa lớn pin khỏe,Positive,,,,Positive,,Positive,,,Positive,
"Máy hình thức mới, có vẻ như đã bị thay vỏ hoặc thay màn.vì phần khung với nắp lưng không được khít ,trông thấy hở keo mặt trước màn hình cũng vậy.. Về độ bền hay độ ổn định thì chưa biết được phải dùng thời gian sau mới đánh giá được",,,,,Negative,,,,,,
"Chất lượng sản phẩm: tốt
Hàng giao hơi lây, chờ mãi mới nhận được, chậm hơn dự kiến 1 ngày, chắc là có voucher mà chưa xem. máy ổn, hàng chính hãng nên cũng yên tâm.",,,,,,,,,Negative,,
nhanh hết pin pin chai,Negative,,,,,,,,,,
"Chất lượng sản phẩm: tốt
Giao hàng nhanh , sản phẩm giống như mô tả , giá cả hợp lý , đáng mua.",,,,,,,Positive,,Positive,,
"sản phẩm tuyệt vời, đúng với mô tả. giao hàng nhanh chóng, shipper thân thiện dễ mến đóng gói cẩn thận, có thể thấy tâm huyết của người bán. hộp không bị móp méo, vận chuyển rất tốt.",,,,,,Positive,,,Positive,,
"Buồn quá, cầm máy trên tay màu không đẹp như hình, như kiểu mua phải hảng fake ấy 🫩🫩🫩🫩",,,,,Negative,,,,,,
"Đúng với mô tả: đúng với hình ảnh quảng cáo 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: chơi game ngon, nhưng không có cổng tai nghe 3.5mm",,,Positive,,,,,,,,
"Nhóm màu: đen nết na 
Dung lượng lưu trữ: 12/256gb hiện tại đang sử dụng ổn nhé mọi người, đang tìm thêm cục sạc 45w để sạc.",,,,,,,,,,Positive,
"Trong tầm giá dưới 5tr hàng chính hãng, phục vụ nhu cầu chơi game giải trí thì chắc đây là lựa chọn hợp lý nhất.",,,,,,,Positive,,,,
"Pin đi kèm củ sạc đúng công suất nhà sản xuất công bố. Về bảo hành, mình cần liên hệ đâu khi có sự cố?",Neutral,,,,,,,Neutral,,,
"pin xài lâu ghê, nghe nhạc ở tiệm cả ngày vẫn ổn ",Positive,,,,,,,,,,
Điện thoại được một hôm là hết pin,Negative,,,,,,,,,,
"Đóng gói lỏng lẻo, hộp rách, pk thiếu. Khác với mô tả giao nhận an toàn. Tính năng bảo hành khó khăn. Máy khởi động chậm, hiệu năng giảm sau cập nhật, ship mất tuần",,,Negative,,,Negative,,Negative,Negative,Negative,
"Tính năng nổi bật: tốt 
Chất lượng sản phẩm: tốt 
Đúng với mô tả: tốt
Sản phẩm đúng mô tả rất hài lòng với sản phẩm nhận được, tốt, hình ảnh chỉ mang tính chất nhận xu",,,,,,,,,,Positive,
"color: đen-m quần xấu, nó dạng quần thun khá ôm so với mẫu. không khác gì quần mặt thấm hút mồ hôi thể thao, cân nhắc trước khi mua, không giống mẫu đâu.",,,,,,,,,,,Neutral
Hiệu năng xử lý các ứng dụng văn phòng ở mức ổn định.,,,Neutral,,,,,,,,
Dung lượng lưu trữ: bản ram 4gb/64gb sai thu xem roi danh gia nhung co ve pin tuot hoi nhanh,Negative,,,,,,,,,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: pin trâu sản phẩm tốt chất lượng pin trâu 🐃 xạc nhanh có xạc thông minh",Positive,,,,,,,,,,
"Sản phẩm được đóng gói trong hộp, bên ngoài có bọc thêm một lớp nilon.",,,,,,Neutral,,,,,
máy dễ bám dính mồ hôi và vân tay. trọng lượng nặng hơn so với thông số. camera zoom kỹ thuật số quá tệ. pin hao như uống nước. đóng gói hộp không có niêm phong. shipper giao hàng lúc nửa đêm,Negative,Negative,,,Negative,Negative,,,Negative,,
"Pin trâu, sài tẹt ga. Hiệu năng thì phụ huynh dùng nên thoải mái",Positive,,Positive,,,,,,,,
Ổn trong tầm giá. Người già dùng gọi Zalo ok.,,,,,,,Positive,,,,
"Đúng với mô tả: đúng, đẹp nha 
Chất lượng sản phẩm: tốt 
Tính năng nổi bật: đẹp, sang giao hàng rất nhanh luôn, vì mua bên fpt ngta sẽ giao chi nhánh gần nhất cho mình, mua qua sàn nên rẻ hơn ngoài ch 1tr, nhân viên giao nhiệt tình, điện thoại đẹp, sang, được tặng ốp, củ sạc và dây sạc, được xé bọc bao bì bên ngoài, dung lượng cao và rất mượt, mua tặng mẹ rất thích, mọi người nên thử trải nghiệm 🥰",,,Positive,,Positive,,Positive,,Positive,,
"Màu sắc: xanh ngọc dung lượng: 4gb/64gb sạc nhanh 25w, thiết kế hiện đại, ram 4gb + bộ nhớ 128gb, tuyệt vời cho sử dụng hàng ngày, hàng chính hãng, nguyên seal đóng gói cẩn thận",,,,,Positive,Positive,,,,,
"Màu sắc: vàng giá cả:đẹp độ bền:đẹp 
Thời lượng pin:đẹp",Positive,,,,Positive,,Positive,,,,
Sản phẩm được đóng gói trong hộp carton. Trạng thái đơn hàng được cập nhật trong quá trình vận chuyển.,,,,,,Neutral,,,Neutral,,
hàng nhận đúng như mô tả đóng gói cẩn thận. giá cả phải chăng chất lượng tuyệt vời. giao hàng siêu nhanh. đánh giá cửa hàng 5 sao liền luôn 🤗,,,,,,Positive,Positive,,Positive,,
"Hàng chính hãng, mua thêm cái thứ 2",,,,,,,,,,Positive,
"Phiên bản: ram 4/64gb đóng gói sản phẩm tốt nhiều lớp bóng khí, đầy đủ phụ kiện, sản phẩm ngon tốt trong tầm giá, màn hình đẹp, loa to nghe sướng 🤪 mọi ng nên mua nhé",,,,Positive,,Positive,Positive,,,,
"backlight bleed sáng đều không đúng xem phim bị lóa, khó chịu ban đêm,",,,,Negative,,,,,,,
"Sản phẩm tốt ,cửa hàng đóng gói cẩn thận ,đã mua cửa hàng nhiều rồi ,cửa hàng uy tín nhiệt tình",,,,,,Positive,,Positive,,,
Đơn hàng giao đúng hạng,,,,,,,,,Positive,,
Nhóm màu: xanh đẹp nha mấy boà đang để mua đó hehehe gợi ý cho,,,,,Positive,,,,,,
Sản phẩm được đóng gói trong hộp của nhà sản xuất,,,,,,Neutral,,,,,
Sản phẩm: hàng lỗi hoặc bị hư hỏng sạc cắm không vào,Negative,,,,,,,,,,
"Sản phẩm tuyệt vời, đúng với mô tả. Giao hàng nhanh chóng, shipper thân thiện dễ mến  Đóng gói cẩn thận, có thể thấy tâm huyết của người bán. Hộp không bị móp méo, vận chuyển rất tốt. Thời gian giao hàng nhanh chóng, tôi không phải chờ đợi quá lâu để nhận sản phẩm. Chất lượng sản phẩm vượt mong đợi. Tôi rất hài lòng với trải nghiệm mua hàng này.",,,,,,Positive,,,Positive,,
"Đúng với mô tả: hàng đúng mô tả 
Chất lượng sản phẩm: sản phẩm còn nguyên seal, nhưng trôi bảo hành 2 tháng. máy khá ổn trong tầm giá.",,,,,,Positive,Positive,Negative,,,
"Đúng với mô tả: có 
Tính năng nổi bật: nhiều 
Chất lượng sản phẩm: oke cửa hàng giao nhanh nhiệt tình hàng mới nguyên seal, ảnh chụp không nét lắm cũng tạm. h.anh mang tc minh họa. sẽ săn thêm chiếc nữa",,Positive,,,,,,Positive,Positive,,
cảm giác như ram 4g buff lên 8g vậy. yếu và đa nhiệm thua con samsung j5 của ông già,,,Negative,,,,,,,,
Shipping không theo dõi vị trí camera portrait thiếu tự nhiên chăm sóc khách hàng thái độ,,Negative,,,,,,Negative,Negative,,
"shipping thu phí cao. phí vận chuyển đắt. không được hỗ trợ phí ship. phí ship quá đắt so với các cửa hàng khác, không được miễn dù mua nhiều. chăm sóc khách hàng không giải thích rõ ràng",,,,,,,,Negative,Negative,,
đóng gói thiếu túi chống ẩm. hiệu năng nóng pin phồng. chăm sóc khách hàng chat bot vô dụng.,Negative,,Negative,,,Negative,,Negative,,,
"M có vài nữa để anh em mua máy cân nhắc : + Ưu : giá rẻ, máy fullbox đầy đủ cả ốp nhựa dẻo, bảo hành 18th yên tâm. màn hình to, sáng đẹp , pin 5000 tốt , máy lướt khá mượt mà do có ts 90Hz + Nhược : wifi chỉ 2G , không có Độ sáng tự động, không có cb vân tay cạnh bên , Danh bạ không hiển thị Danh bạ sim, không có thư viện lưu ảnh mà xem ảnh qua app Photo của GG. Máy cài nhiều ứng dụng thì lag nên dùng cơ bản thôi. Tóm lại, mua cho ng già dùng cơ bản không yêu cầu cao hoặc làm máy phụ thì nên mua. M mua giá 1t2 cho mẹ dùng rất hài lòng.",Positive,,,Positive,,,,Positive,,,
"Giá cao quá mà ngoại hình nhìn chán, viền bị xước nhẹ, cảm giác như hàng trưng bày vậy.",,,,,Negative,,Negative,,,,
Ghn sản phẩm nhìn ổn áp hoàn thiện cửa hàng nhiệt tình. Của tốt sử dụng bền sẽ ủng hộ tiếp,,,,,,,,Positive,Positive,,
"Chính sách bảo hành theo tiêu chuẩn của nhà sản xuất, dịch vụ của cửa hàng không có gì đặc biệt.",,,,,,,,Neutral,,,
Chất lượng camera không hề tốt.,,Negative,,,,,,,,,
"Tính năng nổi bật: không thấy tính năng nổi bật 
Đúng với mô tả: không giống với mô tả cho lắm, vì trên ảnh quảng cáo nút trung tâm không có.đèn pin 
Chất lượng sản phẩm: mới sử dụng chưa biêt được giao hàng siêu nhanh trong 24h, đây là điện thoại tàu không phải của viettel sản xuất",,,,,,,,,Positive,,
"Nhóm màu: desert 
Dung lượng lưu trữ: 256gb máy chắc tốt, đóng gói kiểu bìa cát tông",,,,,,Neutral,,,,Positive,
"Mua xong mới thấy bị lừa, giá đắt vãi chưởng",,,,,,,Negative,,,,
"Chất lượng sản phẩm: tốt 
Tính năng nổi bật: máy đẹp 
Đúng với mô tả: đúng mô tả máy đẹp. đủ sạc , máy êm pin ổn áp nè",Positive,,,,Positive,,,,,,
"Nhóm màu: tai nghe 
Dung lượng lưu trữ: 8gb máy chụp hình và quay phim rất rõ nét, mẫu mã thiết kế đẹp mắt, cầm tay vừa vặn. lướt web chơi game nhanh, mượt. nhìn chung mình rất hài lòng về sản phẩm của cửa hàng",,Positive,Positive,,Positive,,,,,,
"Sản phẩm nổi trội mặt hiệu năng chơi game và cảm giác mượt mà của animation , dùng rất thoải mái thông báo fix theo ytb thì sẽ ổn cỡ 95-98% , nói chung dùng làm máy chính cũng được, rất hài lòng ^^",,,Positive,,,,,,,,
"Dùng sau 1 tháng mới đánh giá, điện thoại giá rẻ có hỗ trợ nfc, lướt chạm khá ổn, thỉnh thoảng hơi lag, dùng tác vụ cơ bản thì ổn nha mọi người, có điều pin tụt nhanh quá, n đã bật tk pin rồi mà nó vẫn tụt đều đều, sạc cũng gần 3h ms đầy, nói chung giá này thì dùng cơ bản thôi không đòi hỏi hoàn hảo được đâu",Negative,,Negative,,,,Positive,,,,
hàng chất lượng tốt. sẽ ủng hộ lâu dài. cần có mã khuyến mãi thêm cho khách hàng.,,,,,,,,,,Positive,
Nhiệt tình tuyệt vời. Cảm ơn fpt cửa hàng.,,,,,,,,,,Positive,
chắc lượng sản phẩm xuất sắc,,,,,,,,,,Positive,
sản phẩm đúng mô tả rất hài lòng mỗi tội là pin không cầm lâu cho 4 sao,Negative,,,,,,,,,,
"Chất lượng sản phẩm: tốt
Xử lý khá, màn khá, pin trâu, tốt trong tầm giá",Positive,,,Positive,,,Positive,,,,
"Sau 3 ngày sử dụng thì mình có vài nhận xét như sau Về thái độ phục vụ: Chu đáo, nhiệt tình với khách hàng, thân thiện khi nhắn tin tư vấn Về chất lượng: Tuy máy 95% nhưng rất đẹp, màn bị burn-in ở dưới nhưng phải căng mắt soi mới ra nên chấp nhận được. Còn lại đều rất tốt. Rất hài lòng",,,,,Positive,,,Positive,,,
Nhóm màu: xanh đang test vài ngày xem sao! chưa đánh giá được nhiều,,,,,,,,,,Neutral,
máy tốt. sử dụng ổn định. nếu mua thêm máy sẽ đặt cửa hàng,,,,,,,,,,Positive,
"Điện thoại săn 5tr8 quá triệu quá đất rồi , tôi thấy hợp lý điện thoại xài 20 năm là ok",,,,,,,Positive,,,,
"Máy khoẻ, tạo hình đẹp, rất mượt mà, pin khá trâu, sạc cực nhanh, dùng ổn, khá hài lòng",Positive,,,,Positive,,,,,,
"Chất lượng sản phẩm: bình thường 
Đúng với mô tả: không hẳn 
Tính năng nổi bật: kco sử dụng được 15p lại phải sạc pin với cả hơi lag âm thanh cũng hơi rè nói chung giá n là ổn nếu mọi người cần 1c điện thoại phụ thì có thể cân nhắc mua ạ!",Negative,,Negative,,,,Positive,,,,
"Chất lượng sản phẩm: chưa biết 
Đúng với mô tả: chưa biết ",,,,,,,,,,Neutral,
"chăm sóc khách hàng chỉ đưa câu trả lời mẫu. không cá nhân hóa. dịch vụ tệ. hỏi vấn đề cụ thể thì chỉ trả lời bằng tin nhắn mẫu, không giải quyết được. pin xuống cấp nhanh",Negative,,,,,,,Negative,,,
"Nhiều lúc bị treo không nhận cảm ứng, pin sụt nhanh",Negative,,Negative,,,,,,,,
